Source IP,Destination IP,Source Port,Destination Port,Packet Count,Byte Count
10.0.2.15,10.0.2.2,48575,1900,20,3490
10.0.2.15,10.0.2.255,138,138,2,486
10.0.2.15,10.0.2.3,49796,53,2,162
10.0.2.15,10.0.2.3,50559,53,2,148
10.0.2.15,10.0.2.3,54657,53,2,168
10.0.2.15,10.0.2.3,54795,53,2,142
10.0.2.15,10.0.2.3,57524,53,2,176
10.0.2.15,10.0.2.3,57632,53,2,172
10.0.2.15,10.0.2.3,58511,53,2,168
10.0.2.15,10.0.2.3,58971,53,2,144
10.0.2.15,10.0.2.3,59365,53,2,172
10.0.2.15,10.0.2.3,59686,53,2,174
10.0.2.15,10.0.2.3,59794,53,2,164
10.0.2.15,10.0.2.3,61133,53,2,172
10.0.2.15,10.0.2.3,61870,53,2,154
10.0.2.15,10.0.2.3,62310,53,2,148
10.0.2.15,10.0.2.3,64982,53,2,162
10.0.2.15,192.168.3.90,1095,139,12,966
10.0.2.15,198.104.200.146,2539,5480,5,681
10.0.2.15,198.104.200.146,2539,80,5,681
10.0.2.15,207.46.105.186,2540,5480,6,729
10.0.2.15,207.46.105.186,2540,80,6,729
10.0.2.15,207.46.113.78,2542,443,13,3315
10.0.2.15,207.46.113.78,2542,5443,13,3315
10.0.2.15,207.46.113.78,2544,443,13,3352
10.0.2.15,207.46.113.78,2544,5443,13,3352
10.0.2.15,207.46.125.253,2531,7001,2,124
10.0.2.15,207.46.125.253,2532,7001,2,124
10.0.2.15,207.46.125.253,2535,7001,4,248
10.0.2.15,207.46.125.254,2532,7001,2,124
10.0.2.15,207.46.125.254,2538,7001,4,248
10.0.2.15,207.46.96.145,2529,5480,29,2477
10.0.2.15,207.46.96.145,2529,80,29,2477
10.0.2.15,64.4.35.57,2550,1863,16,1656
10.0.2.15,64.4.35.57,2550,61863,16,1656
10.0.2.15,64.4.9.254,2527,1863,8,580
10.0.2.15,64.4.9.254,2527,61863,8,580
10.0.2.15,65.54.167.27,2548,5480,30,3529
10.0.2.15,65.54.167.27,2548,80,30,3529
10.0.2.15,65.54.186.19,2526,443,21,5800
10.0.2.15,65.54.186.19,2526,5443,21,5800
10.0.2.15,65.54.189.173,2528,1863,43,7341
10.0.2.15,65.54.189.173,2528,61863,43,7341
10.0.2.15,65.55.116.184,2543,5480,5,1052
10.0.2.15,65.55.116.184,2543,80,5,1052
10.0.2.15,65.55.116.184,2549,5480,5,788
10.0.2.15,65.55.116.184,2549,80,5,788
10.0.2.15,65.55.15.244,2536,5480,13,5691
10.0.2.15,65.55.15.244,2536,80,13,5691
10.0.2.15,65.55.15.244,2537,5480,11,5640
10.0.2.15,65.55.15.244,2537,80,11,5640
10.0.2.15,65.55.25.60,2489,5480,1,54
10.0.2.15,65.55.25.60,2489,80,1,54
10.0.2.15,65.55.25.60,2498,443,2,108
10.0.2.15,65.55.25.60,2498,5443,2,108
10.0.2.15,70.37.129.32,2552,5480,10,1372
10.0.2.15,70.37.129.32,2552,80,10,1372
10.0.2.15,70.37.129.34,2551,5480,9,1339
10.0.2.15,70.37.129.34,2551,80,9,1339
10.0.2.15,70.37.129.34,2553,5480,9,1369
10.0.2.15,70.37.129.34,2553,80,9,1369
10.0.2.15,70.37.129.34,2554,5480,9,1268
10.0.2.15,70.37.129.34,2554,80,9,1268
10.0.2.15,91.103.140.2,2545,5480,7,1570
10.0.2.15,91.103.140.2,2545,80,7,1570
10.0.2.15,91.103.140.2,2546,5480,5,802
10.0.2.15,91.103.140.2,2546,80,5,802
10.0.2.15,96.17.8.49,2547,5480,9,989
10.0.2.15,96.17.8.49,2547,80,9,989
10.0.2.2,10.0.2.15,2816,3502,10,2020
10.0.2.2,10.0.2.15,2816,3503,10,2030
10.0.2.3,10.0.2.15,53,49796,2,868
10.0.2.3,10.0.2.15,53,50559,2,562
10.0.2.3,10.0.2.15,53,54657,2,800
10.0.2.3,10.0.2.15,53,54795,2,454
10.0.2.3,10.0.2.15,53,57524,2,794
10.0.2.3,10.0.2.15,53,57632,2,482
10.0.2.3,10.0.2.15,53,58511,2,718
10.0.2.3,10.0.2.15,53,58971,2,426
10.0.2.3,10.0.2.15,53,59365,2,390
10.0.2.3,10.0.2.15,53,59686,2,392
10.0.2.3,10.0.2.15,53,59794,2,722
10.0.2.3,10.0.2.15,53,61133,2,390
10.0.2.3,10.0.2.15,53,61870,2,690
10.0.2.3,10.0.2.15,53,62310,2,320
10.0.2.3,10.0.2.15,53,64982,2,578
109.173.29.34,172.16.255.1,443,10658,7,571
109.173.29.34,172.16.255.1,443,10683,7,541
109.173.29.34,172.16.255.1,443,10690,8,620
109.173.29.34,172.16.255.1,443,10697,7,532
109.227.83.14,172.16.255.1,6536,50983,1,349
109.227.83.224,172.16.255.1,443,10671,7,540
109.227.83.224,172.16.255.1,443,10682,7,556
109.227.83.224,172.16.255.1,443,10689,7,563
109.227.83.224,172.16.255.1,443,10696,7,577
109.229.25.126,172.16.255.1,443,10684,8,611
109.255.178.86,172.16.255.1,443,10659,8,675
109.90.123.126,172.16.255.1,443,10687,8,621
110.67.111.103,172.16.255.1,64228,50983,1,60
111.249.130.107,172.16.255.1,42403,50983,1,60
111.250.201.8,172.16.255.1,62599,50983,1,498
114.33.52.13,172.16.255.1,38843,50983,1,60
114.46.144.25,172.16.255.1,29080,50983,1,60
114.46.199.16,172.16.255.1,59468,50983,2,210
118.6.206.252,172.16.255.1,48570,50983,2,996
12.129.210.71,192.168.3.131,80,56167,4,2413
124.144.10.123,172.16.255.1,50583,50983,1,60
125.232.97.116,172.16.255.1,60875,50983,1,60
128.173.201.171,172.16.255.1,23537,50983,1,60
128.241.90.211,172.16.255.1,80,10653,26,34744
128.241.90.211,172.16.255.1,80,10654,27,35966
128.241.90.211,172.16.255.1,80,10655,19,23687
129.132.232.116,172.16.255.1,7704,50983,2,404
130.117.72.100,172.16.255.1,443,10638,354,508537
130.206.167.238,172.16.255.1,54002,50983,1,60
134.2.48.153,172.16.255.1,8984,50983,1,607
145.120.22.109,172.16.255.1,51491,50983,2,401
145.94.52.184,172.16.255.1,11610,50983,1,60
147.31.122.1,172.16.255.1,18165,50983,1,60
147.31.122.1,172.16.255.1,443,10622,86,25086
156.26.54.15,172.16.255.1,4300,50983,1,93
172.16.0.1,172.16.255.1,67,68,1,342
172.16.255.1,10.1.1.2,10692,50023,2,132
172.16.255.1,10.1.1.2,10693,50023,2,132
172.16.255.1,10.1.1.2,10694,50023,1,66
172.16.255.1,10.1.1.2,10695,50023,1,66
172.16.255.1,10.1.1.2,50983,50023,3,495
172.16.255.1,109.173.29.34,10658,443,9,625
172.16.255.1,109.173.29.34,10683,443,9,611
172.16.255.1,109.173.29.34,10690,443,10,698
172.16.255.1,109.173.29.34,10697,443,9,649
172.16.255.1,109.227.83.14,50983,6536,1,83
172.16.255.1,109.227.83.224,10671,443,9,612
172.16.255.1,109.227.83.224,10682,443,9,653
172.16.255.1,109.227.83.224,10689,443,9,628
172.16.255.1,109.227.83.224,10696,443,9,637
172.16.255.1,109.229.25.126,10684,443,10,699
172.16.255.1,109.255.178.86,10659,443,7,582
172.16.255.1,109.90.123.126,10687,443,10,670
172.16.255.1,110.67.111.103,50983,64228,1,74
172.16.255.1,111.249.130.107,50983,42403,1,76
172.16.255.1,111.250.201.8,50983,62599,1,74
172.16.255.1,114.33.52.13,50983,38843,1,76
172.16.255.1,114.46.144.25,50983,29080,1,75
172.16.255.1,114.46.199.16,50983,59468,2,137
172.16.255.1,118.6.206.252,50983,48570,4,298
172.16.255.1,124.144.10.123,50983,50583,1,459
172.16.255.1,125.232.97.116,50983,60875,1,74
172.16.255.1,128.173.201.171,50983,23537,1,70
172.16.255.1,128.241.90.211,10653,80,18,1863
172.16.255.1,128.241.90.211,10654,80,18,1862
172.16.255.1,128.241.90.211,10655,80,15,1714
172.16.255.1,129.132.232.116,50983,7704,2,286
172.16.255.1,130.117.72.100,10638,443,170,9525
172.16.255.1,130.206.167.238,50983,54002,1,459
172.16.255.1,134.2.48.153,50983,8984,1,74
172.16.255.1,145.120.22.109,50983,51491,2,157
172.16.255.1,145.94.52.184,50983,11610,1,76
172.16.255.1,147.31.122.1,10621,18165,1,66
172.16.255.1,147.31.122.1,10622,443,88,6780
172.16.255.1,147.31.122.1,50983,18165,1,67
172.16.255.1,148.88.200.63,50983,42843,3,576
172.16.255.1,156.26.54.15,50983,4300,1,68
172.16.255.1,172.16.0.1,54055,5351,4,216
172.16.255.1,172.16.0.1,61996,5351,4,216
172.16.255.1,172.16.0.1,63805,5351,2,108
172.16.255.1,172.16.255.255,137,137,12,1104
172.16.255.1,173.178.118.29,50983,54049,1,72
172.16.255.1,174.48.244.28,50983,31727,3,608
172.16.255.1,178.144.253.171,50983,43217,1,70
172.16.255.1,178.25.111.25,50983,33453,2,541
172.16.255.1,182.166.37.160,50983,60573,2,532
172.16.255.1,184.85.226.161,10646,443,51,21917
172.16.255.1,184.85.226.161,10647,443,45,18331
172.16.255.1,184.85.226.161,10649,443,16,7216
172.16.255.1,184.85.226.161,10650,443,27,14372
172.16.255.1,184.85.226.161,10651,443,23,13031
172.16.255.1,184.85.226.161,10652,443,25,13155
172.16.255.1,184.85.226.161,10691,443,8,2832
172.16.255.1,186.80.218.34,50983,3290,2,137
172.16.255.1,188.163.1.229,50983,50709,1,60
172.16.255.1,188.17.181.29,50983,443,1,60
172.16.255.1,188.2.252.64,50983,43699,5,300
172.16.255.1,188.22.186.229,50983,14487,1,60
172.16.255.1,188.231.175.85,50983,21827,1,64
172.16.255.1,188.246.82.7,50983,32291,1,76
172.16.255.1,189.126.44.128,50983,3192,1,74
172.16.255.1,190.164.247.173,50983,29044,1,76
172.16.255.1,190.213.192.39,50983,9009,1,60
172.16.255.1,190.213.76.21,50983,62669,1,459
172.16.255.1,190.39.220.172,50983,443,1,60
172.16.255.1,194.165.188.76,10628,12350,2,132
172.16.255.1,194.165.188.76,10632,12350,1,66
172.16.255.1,194.165.188.76,10635,443,8,768
172.16.255.1,194.165.188.79,10623,33033,2,132
172.16.255.1,194.165.188.79,10625,33033,1,66
172.16.255.1,194.165.188.79,10627,443,9,1121
172.16.255.1,194.171.12.150,50983,44386,3,608
172.16.255.1,194.192.199.252,10667,443,22,2029
172.16.255.1,2.120.66.172,50983,23852,1,60
172.16.255.1,204.194.237.136,10668,80,7,958
172.16.255.1,204.194.237.136,10669,80,7,1020
172.16.255.1,204.194.237.136,10670,80,6,936
172.16.255.1,204.9.163.158,10616,80,5,347
172.16.255.1,204.9.163.158,10617,80,5,347
172.16.255.1,204.9.163.158,10618,80,5,347
172.16.255.1,204.9.163.158,10619,80,5,347
172.16.255.1,204.9.163.158,10620,80,5,347
172.16.255.1,204.9.163.158,10630,80,5,501
172.16.255.1,204.9.163.158,10714,80,5,347
172.16.255.1,204.9.163.160,10676,35777,2,132
172.16.255.1,204.9.163.160,10677,35777,2,132
172.16.255.1,204.9.163.160,10685,35777,1,66
172.16.255.1,204.9.163.160,10686,35777,1,66
172.16.255.1,204.9.163.160,50983,35777,3,462
172.16.255.1,204.9.163.181,10639,443,19,4501
172.16.255.1,204.9.163.181,10640,443,13,2199
172.16.255.1,204.9.163.181,10641,443,11,2091
172.16.255.1,204.9.163.181,10642,443,11,2091
172.16.255.1,204.9.163.181,10643,443,9,1967
172.16.255.1,204.9.163.184,10631,12350,2,132
172.16.255.1,204.9.163.184,10634,12350,1,66
172.16.255.1,204.9.163.184,10637,443,10,1149
172.16.255.1,207.172.53.166,50983,42304,2,137
172.16.255.1,207.47.250.146,50983,52634,1,74
172.16.255.1,208.88.186.242,50983,13392,1,110
172.16.255.1,208.88.186.244,50983,13392,2,231
172.16.255.1,209.105.148.72,50983,56138,1,459
172.16.255.1,212.50.66.122,50983,52091,1,74
172.16.255.1,212.8.163.80,10672,54900,2,132
172.16.255.1,212.8.163.80,10673,54900,2,132
172.16.255.1,212.8.163.80,10674,43400,2,132
172.16.255.1,212.8.163.80,10675,43400,2,132
172.16.255.1,212.8.163.80,10678,54900,1,66
172.16.255.1,212.8.163.80,10679,54900,1,66
172.16.255.1,212.8.163.80,50983,43400,1,154
172.16.255.1,212.8.163.80,50983,54900,6,675
172.16.255.1,212.8.166.36,10629,12350,2,132
172.16.255.1,212.8.166.36,10633,12350,1,66
172.16.255.1,212.8.166.36,10636,443,23,2708
172.16.255.1,213.146.189.205,10688,443,13,1317
172.16.255.1,213.166.51.4,10624,33033,1,66
172.16.255.1,213.166.51.4,10626,33033,1,66
172.16.255.1,213.19.120.150,50983,16763,1,71
172.16.255.1,213.64.95.196,50983,7892,1,74
172.16.255.1,217.174.56.245,50983,8395,2,534
172.16.255.1,218.166.122.86,50983,22511,2,532
172.16.255.1,218.173.246.133,50983,21363,1,74
172.16.255.1,224.0.0.252,54048,5355,2,128
172.16.255.1,239.255.255.250,54052,1900,2,349
172.16.255.1,239.255.255.250,60061,1900,10,1696
172.16.255.1,239.255.255.250,61993,1900,2,349
172.16.255.1,239.255.255.250,63802,1900,2,349
172.16.255.1,24.192.137.36,50983,45156,1,74
172.16.255.1,24.193.140.50,50983,9911,1,82
172.16.255.1,24.54.5.14,50983,23389,1,203
172.16.255.1,24.78.140.118,50983,24884,2,159
172.16.255.1,255.255.255.255,68,67,1,342
172.16.255.1,65.35.35.4,50983,34467,2,534
172.16.255.1,66.209.190.84,50983,4813,1,70
172.16.255.1,66.209.190.84,50983,53679,1,70
172.16.255.1,66.209.190.84,50983,7457,1,70
172.16.255.1,66.235.143.184,10648,443,15,6502
172.16.255.1,67.117.28.180,50983,56259,5,300
172.16.255.1,67.163.123.10,50983,39466,1,77
172.16.255.1,67.170.187.174,50983,38922,1,76
172.16.255.1,67.215.65.132,10661,443,7,920
172.16.255.1,67.215.65.132,10664,443,7,948
172.16.255.1,67.215.65.132,10665,443,7,964
172.16.255.1,67.215.65.132,10704,445,3,194
172.16.255.1,67.215.65.132,10705,445,3,194
172.16.255.1,67.215.65.132,137,137,3,276
172.16.255.1,67.215.65.132,2048,16386,1,74
172.16.255.1,67.215.65.132,2048,16387,1,74
172.16.255.1,67.215.65.132,2048,16388,1,74
172.16.255.1,67.215.65.132,2048,16389,1,74
172.16.255.1,67.215.65.132,2048,16390,1,74
172.16.255.1,67.215.65.132,2048,16391,1,74
172.16.255.1,67.215.65.132,2048,16392,1,74
172.16.255.1,67.64.157.145,50983,58164,1,60
172.16.255.1,67.82.196.121,50983,10662,1,64
172.16.255.1,67.84.192.140,50983,443,1,60
172.16.255.1,67.84.50.244,50983,37499,1,60
172.16.255.1,67.9.27.118,50983,48240,1,60
172.16.255.1,69.126.180.28,50983,443,1,60
172.16.255.1,69.255.24.214,50983,24506,1,70
172.16.255.1,70.67.177.253,50983,52967,2,275
172.16.255.1,70.80.140.19,50983,64588,1,72
172.16.255.1,71.10.26.41,50983,14168,1,74
172.16.255.1,71.224.25.112,50983,33695,2,157
172.16.255.1,71.67.129.20,50983,21319,2,541
172.16.255.1,71.67.132.22,50983,28376,1,459
172.16.255.1,74.75.251.207,50983,39109,1,66
172.16.255.1,75.76.39.18,50983,35877,1,74
172.16.255.1,76.167.181.32,50983,10848,1,72
172.16.255.1,79.143.161.140,50983,32575,2,533
172.16.255.1,80.221.22.161,50983,30425,1,76
172.16.255.1,82.226.125.157,50983,45834,1,74
172.16.255.1,82.58.187.140,50983,43187,1,76
172.16.255.1,84.197.9.59,50983,44808,1,75
172.16.255.1,85.65.191.56,50983,29464,3,228
172.16.255.1,87.121.79.141,50983,29347,2,138
172.16.255.1,87.5.175.49,50983,42341,3,615
172.16.255.1,87.64.66.227,50983,31783,2,533
172.16.255.1,88.198.13.111,50983,21368,2,532
172.16.255.1,88.203.161.148,50983,13899,1,82
172.16.255.1,89.34.75.134,50983,23924,2,541
172.16.255.1,92.224.118.42,50983,50289,2,148
172.16.255.1,92.247.222.20,50983,25987,6,1599
172.16.255.1,92.255.161.104,50983,43708,2,541
172.16.255.1,93.181.202.185,50983,30757,1,63
172.16.255.1,94.248.101.181,50983,38685,1,76
172.16.255.1,94.41.86.170,50983,9113,1,76
172.16.255.1,95.139.1.252,50983,13208,2,139
172.16.255.1,95.160.236.51,50983,32683,2,148
172.16.255.1,95.68.58.110,50983,17865,1,459
172.16.255.1,95.86.252.198,50983,6192,2,147
172.16.255.1,97.103.179.155,50983,2151,1,197
172.16.255.1,98.243.160.202,50983,53755,1,76
172.16.255.1,99.96.126.9,50983,32178,1,74
173.178.118.29,172.16.255.1,54049,50983,1,533
173.48.172.16,0.1.0.0,1,2048,7,420
173.48.172.16,0.1.0.30,1,2048,2,120
174.36.30.111,192.168.3.131,5480,49206,2,312
174.36.30.111,192.168.3.131,80,49206,2,312
174.48.244.28,172.16.255.1,31727,50983,3,584
178.144.253.171,172.16.255.1,43217,50983,1,93
178.25.111.25,172.16.255.1,33453,50983,2,121
182.166.37.160,172.16.255.1,60573,50983,2,120
184.24.133.32,192.168.3.131,80,55961,3,702
184.24.143.139,192.168.3.131,80,56023,3,443
184.85.226.161,172.16.255.1,443,10646,70,83780
184.85.226.161,172.16.255.1,443,10647,58,67903
184.85.226.161,172.16.255.1,443,10649,16,12476
184.85.226.161,172.16.255.1,443,10650,27,24423
184.85.226.161,172.16.255.1,443,10651,21,14894
184.85.226.161,172.16.255.1,443,10652,24,19344
184.85.226.161,172.16.255.1,443,10691,6,1015
186.80.218.34,172.16.255.1,3290,50983,2,211
188.163.1.229,172.16.255.1,50709,50983,1,68
188.17.181.29,172.16.255.1,443,50983,1,68
188.2.252.64,172.16.255.1,43699,50983,5,340
188.22.186.229,172.16.255.1,14487,50983,1,68
188.231.175.85,172.16.255.1,21827,50983,1,251
188.246.82.7,172.16.255.1,32291,50983,1,61
189.126.44.128,172.16.255.1,3192,50983,1,60
190.164.247.173,172.16.255.1,29044,50983,1,60
190.213.76.21,172.16.255.1,62669,50983,1,60
192.168.3.1,192.168.3.131,53,58673,2,1088
192.168.3.1,192.168.3.131,53,60629,2,1084
192.168.3.131,12.129.210.71,56167,80,5,1166
192.168.3.131,174.36.30.111,49206,5480,1,242
192.168.3.131,174.36.30.111,49206,80,1,242
192.168.3.131,184.24.133.32,55961,80,4,932
192.168.3.131,184.24.143.139,56023,80,4,725
192.168.3.131,192.168.3.1,58673,53,2,178
192.168.3.131,192.168.3.1,60629,53,2,156
192.168.3.131,192.168.3.255,17500,17500,8,1296
192.168.3.131,192.168.3.90,49166,445,10,1410
192.168.3.131,192.168.3.99,52400,161,8,960
192.168.3.131,195.27.155.11,56061,80,14,6527
192.168.3.131,195.27.155.40,57949,80,2,108
192.168.3.131,204.14.234.101,57231,443,6,3464
192.168.3.131,204.14.234.101,57231,8443,6,3464
192.168.3.131,204.14.234.101,57233,443,4,3687
192.168.3.131,204.14.234.101,57233,8443,4,3687
192.168.3.131,204.14.234.85,57229,5480,2,108
192.168.3.131,204.14.234.85,57229,80,2,108
192.168.3.131,204.14.234.85,57243,443,103,64957
192.168.3.131,204.14.234.85,57243,8443,103,64957
192.168.3.131,204.14.234.85,57244,443,94,57158
192.168.3.131,204.14.234.85,57244,8443,94,57158
192.168.3.131,204.14.234.85,57245,443,47,30809
192.168.3.131,204.14.234.85,57245,8443,47,30809
192.168.3.131,204.14.234.85,57246,443,48,34093
192.168.3.131,204.14.234.85,57246,8443,48,34093
192.168.3.131,204.14.234.85,57247,443,36,23898
192.168.3.131,204.14.234.85,57247,8443,36,23898
192.168.3.131,204.14.234.85,57248,443,33,23715
192.168.3.131,204.14.234.85,57248,8443,33,23715
192.168.3.131,204.14.234.85,57249,443,7,4472
192.168.3.131,204.14.234.85,57249,8443,7,4472
192.168.3.131,204.9.163.166,58381,80,6,635
192.168.3.131,204.9.163.166,58411,80,6,635
192.168.3.131,204.9.163.166,58443,80,6,635
192.168.3.131,204.9.163.166,58547,80,12,959
192.168.3.131,204.9.163.166,58795,80,6,635
192.168.3.131,204.9.163.166,58831,80,5,581
192.168.3.131,206.108.207.138,56058,80,78,8639
192.168.3.131,206.108.207.139,55960,80,20,6891
192.168.3.131,206.108.207.145,56054,80,8,2420
192.168.3.131,206.108.207.155,56168,80,20,2601
192.168.3.131,206.108.207.155,56169,80,5,282
192.168.3.131,206.108.207.163,56049,80,4,768
192.168.3.131,206.108.207.163,56136,80,5,282
192.168.3.131,207.46.0.109,56051,80,14,7729
192.168.3.131,207.46.0.109,56320,80,15,8385
192.168.3.131,207.46.148.38,55955,80,5,730
192.168.3.131,207.46.148.38,56042,80,5,920
192.168.3.131,207.46.148.38,56052,80,5,921
192.168.3.131,207.46.148.38,56129,80,5,927
192.168.3.131,207.46.148.38,56135,80,5,928
192.168.3.131,207.46.148.38,56163,80,5,927
192.168.3.131,207.46.148.38,56318,80,5,927
192.168.3.131,207.46.148.38,56325,80,5,928
192.168.3.131,207.46.148.38,56357,80,5,927
192.168.3.131,207.46.148.38,56362,80,5,928
192.168.3.131,207.46.148.38,56420,80,5,869
192.168.3.131,207.46.148.38,56495,80,5,914
192.168.3.131,207.46.148.38,56506,80,5,901
192.168.3.131,207.46.216.54,55972,80,8,2156
